,İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,TL
1701,20418676,23 Ağustos 2022,Mercedes - Benz,CLA,180 D AMG,2016,66.500 km,Otomatik,Dizel,Coupe,1461 cc,109 hp,Önden Çekiş,"3,8 lt",50 lt,"2 değişen, 5 boyalı",Takasa Uygun Değil,Galeriden,795.000
1702,20418665,23 Ağustos 2022,Seat,Ibiza,1.0 EcoTSI Style,2019,47.720 km,Yarı Otomatik,Benzin,Hatchback/5,999 cc,110 hp,Önden Çekiş,"4,4 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,482.000
1703,20418447,23 Ağustos 2022,BMW,3 Serisi,320i ED Luxury Line,2015,75.000 km,Otomatik,Benzin,Sedan,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt,"3 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,792.500
1704,19966120,23 Ağustos 2022,BMW,3 Serisi,320i First Edition Luxury Line,2020,23.235 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,6 lt,59 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.695.000
1705,20392311,22 Ağustos 2022,Hyundai,i20,1.4 CRDi Jump,2014,197.999 km,Düz,Dizel,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"4,3 lt",45 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,234.900
1706,20221823,22 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2014,153.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,270.000
1707,20831211,22 Ağustos 2022,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2016,42.400 km,Yarı Otomatik,Benzin,Sedan,1395 cc,125 hp,Önden Çekiş,5 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,837.000
1708,20830946,22 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2016,102.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,5 boyalı,Takasa Uygun,Galeriden,440.000
1709,20389909,22 Ağustos 2022,Opel,Astra,1.6 Edition Plus,2017,52.000 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,5 lt",56 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,383.000
1710,20831019,22 Ağustos 2022,Opel,Astra,1.3 CDTI Essentia Konfor,2011,249.979 km,Düz,Dizel,Hatchback/5,1248 cc,90 hp,Önden Çekiş,"4,9 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,298.000
1711,19976844,22 Ağustos 2022,Hyundai,Accent,1.3 LX,2002,288.000 km,Düz,LPG & Benzin,Sedan,1341 cc,86 hp,Önden Çekiş,"6,7 lt",45 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,145.000
1712,20830922,22 Ağustos 2022,Fiat,Uno,70 S,1996,232.000 km,Düz,LPG & Benzin,Hatchback/5,1372 cc,71 hp,Önden Çekiş,0 lt,42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,80.000
1713,20614764,22 Ağustos 2022,Fiat,Tipo,2.0 ie,1999,260.000 km,Düz,LPG & Benzin,Hatchback/3,1995 cc,139 hp,Önden Çekiş,0 lt,55 lt,2 boyalı,Takasa Uygun,Sahibinden,45.000
1714,20830582,22 Ağustos 2022,Hyundai,Elantra,1.6 D-CVVT Mode,2011,200.000 km,Otomatik,LPG & Benzin,Sedan,1591 cc,132 hp,Önden Çekiş,7 lt,48 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,310.000
1715,20830071,22 Ağustos 2022,Fiat,Brava,1.6 SX,2000,256.000 km,Düz,LPG & Benzin,Hatchback/5,1581 cc,103 hp,Önden Çekiş,"7,8 lt",50 lt,"3 değişen, 10 boyalı",Takasa Uygun Değil,Sahibinden,112.000
1716,20405703,22 Ağustos 2022,Ford,Fiesta,1.4 TDCi Trend,2012,280.000 km,Düz,Dizel,Hatchback/5,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,210.000
1717,20830430,22 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,77.000 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,7 lt",47 lt,2 boyalı,Takasa Uygun,Galeriden,559.000
1718,20830348,22 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2016,94.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Tamamı orjinal,Takasa Uygun,Galeriden,517.000
1719,20830233,22 Ağustos 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016,171.000 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,375.000
1720,20830165,22 Ağustos 2022,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2014,242.000 km,Düz,Dizel,Hatchback/5,1598 cc,90 hp,Önden Çekiş,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,342.500
1721,19620120,22 Ağustos 2022,Skoda,SuperB,1.6 TDI Elegance,2012,160.000 km,Düz,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,520.000
1722,19940555,22 Ağustos 2022,Opel,Astra,1.3 CDTI Essentia Konfor,2011,175.000 km,Düz,Dizel,Hatchback/5,1248 cc,90 hp,Önden Çekiş,"4,9 lt",52 lt,1 değişen,Takasa Uygun Değil,Sahibinden,270.000
1723,20829809,22 Ağustos 2022,Volkswagen,Polo,1.0 Trendline,2018,51.500 km,Düz,Benzin,Hatchback/5,999 cc,75 hp,Önden Çekiş,"4,7 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,393.750
1724,20829762,22 Ağustos 2022,Skoda,Felicia,1.3 GLX,1998,303.000 km,Düz,Benzin,Hatchback/5,1289 cc,54 hp,Önden Çekiş,0 lt,42 lt,Tamamı boyalı,Takasa Uygun,Galeriden,76.000
1725,20676352,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,187.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,219.500
1726,20746602,22 Ağustos 2022,Fiat,Punto,1.3 Multijet Pop,2014,231.000 km,Düz,Dizel,Hatchback/5,1248 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,236.000
1727,20251066,22 Ağustos 2022,Renault,Megane,1.5 dCi Expression,2008,280.000 km,Düz,Dizel,Sedan,1461 cc,100 hp,Önden Çekiş,"4,9 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,188.500
1728,20803862,22 Ağustos 2022,BMW,3 Serisi,320i ED Luxury Line Plus,2014,122.000 km,Otomatik,Benzin,Sedan,1598 cc,170 hp,Arkadan İtiş,"5,3 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,765.000
1729,20270468,22 Ağustos 2022,Skoda,Felicia,1.3 GLXi,2000,220.000 km,Düz,Benzin,Hatchback/5,1289 cc,68 hp,Önden Çekiş,"6,7 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,98.500
1730,20394313,22 Ağustos 2022,Chevrolet,Spark,1.0,2012,76.000 km,Düz,Benzin,Hatchback/5,995 cc,68 hp,Önden Çekiş,"5,1 lt",35 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,193.000
1731,20829404,22 Ağustos 2022,Audi,A4,A4 Sedan 2.0 TDI,2015,108.000 km,Otomatik,Dizel,Sedan,1968 cc,177 hp,Önden Çekiş,"4,8 lt",63 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,895.000
1732,20493644,22 Ağustos 2022,Honda,Civic,1.6 i-VTEC Elegance,2008,225.000 km,Otomatik,LPG & Benzin,Sedan,1595 cc,125 hp,Önden Çekiş,"7,1 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,350.000
1733,20765249,22 Ağustos 2022,Volkswagen,Polo,1.4 TDi Comfortline,2017,130.000 km,Yarı Otomatik,Dizel,Hatchback/5,1422 cc,90 hp,Önden Çekiş,"3,5 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,398.500
1734,20750354,22 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2017,140.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,413.000
1735,20705223,22 Ağustos 2022,Renault,Megane,1.5 dCi Touch,2017,144.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"3,8 lt",49 lt,Belirtilmemiş,Takasa Uygun,Galeriden,447.500
1736,20567126,22 Ağustos 2022,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2017,110.000 km,Yarı Otomatik,Dizel,Hatchback/5,1461 cc,109 hp,Önden Çekiş,"4,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,752.000
1737,20829290,22 Ağustos 2022,Renault,Symbol,1.5 dCi Joy,2014,230.000 km,Düz,Dizel,Sedan,1461 cc,90 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,217.750
1738,20829283,22 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2017,186.000 km,Otomatik,Dizel,Sedan,1598 cc,136 hp,Önden Çekiş,"5,1 lt",56 lt,Belirtilmemiş,Takasa Uygun,Galeriden,373.000
1739,20413596,22 Ağustos 2022,Audi,A3,A3 Sedan 1.6 TDI Design Line,2019,74.500 km,Yarı Otomatik,Dizel,Sedan,1598 cc,116 hp,Önden Çekiş,"3,9 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,802.500
1740,20829258,22 Ağustos 2022,Toyota,Yaris,1.0 Vision,2021,600 km,Düz,Benzin,Hatchback/5,998 cc,72 hp,Önden Çekiş,"4,5 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,417.000
1741,20829155,22 Ağustos 2022,Hyundai,i30,1.6 CRDi Style,2008,237.000 km,Otomatik,Dizel,Hatchback/5,1582 cc,115 hp,Önden Çekiş,"5,9 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,275.000
1742,20829030,22 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Attraction,2016,210.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun,Galeriden,233.000
1743,20828845,22 Ağustos 2022,Renault,Megane,1.4 T Color Edition,2011,135.000 km,Düz,LPG & Benzin,Coupe,1397 cc,130 hp,Önden Çekiş,"6,6 lt",60 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,290.000
1744,19581872,22 Ağustos 2022,Tofaş,Doğan,SLX,1996,175.000 km,Düz,LPG & Benzin,Sedan,1581 cc,83 hp,Arkadan İtiş,0 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,90.500
1745,20828666,22 Ağustos 2022,Citroen,C-Elysee,1.6 HDi Shine,2017,120.000 km,Düz,Dizel,Sedan,1560 cc,93 hp,Önden Çekiş,"4,1 lt",48 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,324.000
1746,20828856,22 Ağustos 2022,Opel,Meriva,1.6 Enjoy,2006,206.000 km,Düz,Benzin,MPV,1598 cc,105 hp,Önden Çekiş,"6,7 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,173.500
1747,20828803,22 Ağustos 2022,Hyundai,i20,1.4 MPI Elite,2015,77.000 km,Otomatik,Benzin,Hatchback/5,1368 cc,100 hp,Önden Çekiş,"6,4 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,450.000
1748,20828700,22 Ağustos 2022,Opel,Corsa,1.4 Color Edition,2016,49.500 km,Otomatik,Benzin,Hatchback/5,1398 cc,90 hp,Önden Çekiş,6 lt,45 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,419.000
1749,20828827,22 Ağustos 2022,Toyota,Corolla,1.3 XL,1993,289.000 km,Düz,LPG & Benzin,Sedan,1332 cc,88 hp,Önden Çekiş,0 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,135.000
1750,20828686,22 Ağustos 2022,Volkswagen,Polo,1.6,2000,235.000 km,Düz,Benzin,Hatchback/5,1598 cc,75 hp,Önden Çekiş,"6,9 lt",45 lt,"4 değişen, 9 boyalı",Takasa Uygun,Sahibinden,120.000
1751,20828766,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2015,242.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,199.000
1752,19822371,22 Ağustos 2022,Fiat,Egea,1.4 Fire Urban,2021,1.998 km,Düz,Benzin,Hatchback/5,1368 cc,95 hp,Önden Çekiş,"6,6 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,445.000
1753,20828669,22 Ağustos 2022,Volkswagen,Polo,1.6 TDi Trendline,2018,82.500 km,Düz,Dizel,Hatchback/5,1598 cc,80 hp,Önden Çekiş,"3,8 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,448.000
1754,20828801,22 Ağustos 2022,Peugeot,208,1.6 HDi Active,2016,61.000 km,Düz,Dizel,Hatchback/5,1560 cc,93 hp,Önden Çekiş,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,350.000
1755,20828782,22 Ağustos 2022,Honda,Civic,1.6 i-VTEC ECO Elegance,2020,15.000 km,Otomatik,LPG & Benzin,Sedan,1597 cc,125 hp,Önden Çekiş,"6,3 lt",46 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,705.000
1756,20828728,22 Ağustos 2022,Renault,Symbol,1.4 Authentique,2008,155.000 km,Düz,Benzin,Sedan,1390 cc,75 hp,Önden Çekiş,"7,1 lt",50 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,182.500
1757,20828587,22 Ağustos 2022,Ford,Fiesta,1.5 TDCi Trend X,2014,266.000 km,Düz,Dizel,Hatchback/5,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,255.000
1758,20828736,22 Ağustos 2022,Seat,Leon,1.6 TDI Style,2016,111.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,110 hp,Önden Çekiş,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,523.750
1759,20828712,22 Ağustos 2022,Mercedes - Benz,B,B 150 Boyut,2009,65.000 km,Otomatik,Benzin,MPV,1498 cc,95 hp,Önden Çekiş,"7,3 lt",54 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,495.000
1760,20828626,22 Ağustos 2022,Tofaş,Doğan,1.6 ie,2002,53.000 km,Düz,LPG & Benzin,Sedan,1581 cc,83 hp,Arkadan İtiş,0 lt,45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,160.000
1761,20828539,22 Ağustos 2022,Opel,Astra,1.4 Club,2003,187.000 km,Düz,LPG & Benzin,Hatchback/5,1388 cc,90 hp,Önden Çekiş,"7,2 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,165.000
1762,20828689,22 Ağustos 2022,Fiat,Tempra,1.6 SX AK,1993,133.000 km,Düz,LPG & Benzin,Sedan,1581 cc,90 hp,Önden Çekiş,0 lt,65 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,65.000
1763,20828529,22 Ağustos 2022,Nissan,Primera,1.8 Luxury,2000,265.000 km,Düz,LPG & Benzin,Sedan,1769 cc,114 hp,Önden Çekiş,"7,3 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,140.000
1764,20828512,22 Ağustos 2022,Hyundai,i20,1.2 D-CVVT Jump,2017,16.000 km,Düz,LPG & Benzin,Hatchback/5,1248 cc,85 hp,Önden Çekiş,"4,9 lt",45 lt,1 değişen,Takasa Uygun Değil,Sahibinden,430.000
1765,20828428,22 Ağustos 2022,Audi,A3,A3 Sportback 1.6 Sportback Ambiente,2012,136.000 km,Düz,Benzin,Hatchback/5,1595 cc,102 hp,Önden Çekiş,"6,9 lt",55 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,560.000
1766,20828462,22 Ağustos 2022,Volkswagen,Golf,1.6 FSi Sportline,2005,222.200 km,Düz,Benzin,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"6,6 lt",55 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,245.000
1767,20828417,22 Ağustos 2022,Seat,Ibiza,1.2 TSI Style,2016,80.750 km,Düz,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,9 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,365.000
1768,20828374,22 Ağustos 2022,Ford,Mondeo,1.6 TDCi Style,2015,213.500 km,Düz,Dizel,Sedan,1560 cc,115 hp,Önden Çekiş,"4,1 lt",0 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,430.000
1769,20828425,22 Ağustos 2022,Opel,Corsa,1.2 Enjoy,2007,197.000 km,Yarı Otomatik,Benzin,Hatchback/5,1229 cc,80 hp,Önden Çekiş,"5,7 lt",45 lt,"4 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,214.000
1770,20445956,22 Ağustos 2022,Opel,Astra,1.6 CDTI Design,2017,125.000 km,Düz,Dizel,Sedan,1598 cc,110 hp,Önden Çekiş,4 lt,56 lt,Belirtilmemiş,Takasa Uygun,Galeriden,420.000
1771,20828497,22 Ağustos 2022,BMW,5 Serisi,520d Exclusive,2012,143.000 km,Otomatik,Dizel,Sedan,1995 cc,184 hp,Arkadan İtiş,"5,2 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,965.000
1772,20828363,22 Ağustos 2022,Renault,Megane,2.0 T Sport,2005,235.000 km,Düz,Benzin,Hatchback/3,1998 cc,225 hp,Önden Çekiş,"8,8 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,275.000
1773,12748261,22 Ağustos 2022,Chevrolet,Cruze,1.6 LS,2009,187.000 km,Düz,LPG & Benzin,Sedan,1598 cc,113 hp,Önden Çekiş,"6,8 lt",60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,232.500
1774,20828329,22 Ağustos 2022,Kia,Ceed,1.4 Cool,2010,192.400 km,Düz,LPG & Benzin,Hatchback/5,1396 cc,90 hp,Önden Çekiş,"5,8 lt",53 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Sahibinden,240.000
1775,20828250,22 Ağustos 2022,Mercedes - Benz,190,190 D 2.0,1986,470.000 km,Düz,Dizel,Sedan,1997 cc,72 hp,Arkadan İtiş,0 lt,55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,121.500
1776,20168359,22 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2017,64.000 km,64.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun Değil,720.000
1777,20391250,22 Ağustos 2022,Volkswagen,Golf,1.5 eTSI R Line,2022,22 km,Yarı Otomatik,Hibrit,Hatchback/5,1498 cc,150 hp,Önden Çekiş,"5,3 lt",51 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.175.000
1778,20384593,22 Ağustos 2022,BMW,5 Serisi,520i Special Edition M Sport,2021,3.600 km,3.600 km,Otomatik,Benzin,Sedan,1597 cc,170 hp,Arkadan İtiş,"7,1 lt",68 lt,Belirtilmemiş,Takasa Uygun Değil,2.200.000
1779,20828352,22 Ağustos 2022,Seat,Leon,1.6 TDI Style,2018,96.919 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,4 boyalı,Takasa Uygun,Galeriden,490.000
1780,20828274,22 Ağustos 2022,Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2016,116.000 km,Yarı Otomatik,Benzin,Sedan,1395 cc,125 hp,Önden Çekiş,5 lt,55 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,525.000
1781,20828270,22 Ağustos 2022,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2015,99.800 km,Yarı Otomatik,Dizel,Sedan,1582 cc,136 hp,Önden Çekiş,"4,6 lt",43 lt,6 boyalı,Takasa Uygun Değil,Sahibinden,418.000
1782,20828300,22 Ağustos 2022,Toyota,Corolla,1.4 D-4D Touch,2018,98.600 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,2 boyalı,Takasa Uygun,Galeriden,478.500
1783,20828279,22 Ağustos 2022,Chevrolet,Cruze,1.6 LS,2010,94.600 km,Düz,LPG & Benzin,Sedan,1598 cc,113 hp,Önden Çekiş,"6,8 lt",60 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,265.000
1784,20828240,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2020,6.000 km,Düz,Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,370.000
1785,20828260,22 Ağustos 2022,Opel,Insignia,1.6 CDTI Grand Sport Design,2019,43.278 km,Otomatik,Dizel,Hatchback/5,1598 cc,136 hp,Önden Çekiş,"5,1 lt",62 lt,Belirtilmemiş,Takasa Uygun,Galeriden,760.000
1786,20828269,22 Ağustos 2022,Toyota,Corolla,1.3 XL,1993,284.000 km,Düz,LPG & Benzin,Sedan,1332 cc,88 hp,Önden Çekiş,0 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,128.000
1787,20828291,22 Ağustos 2022,Hyundai,i20,1.4 CRDi Team,2011,215.000 km,Düz,Dizel,Hatchback/5,1396 cc,75 hp,Önden Çekiş,"4,4 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,214.950
1788,20828265,22 Ağustos 2022,Renault,Clio,1.2 Authentique,2004,202.222 km,Düz,Benzin,Hatchback/5,1149 cc,75 hp,Önden Çekiş,"5,9 lt",55 lt,"1 değişen, 9 boyalı",Takasa Uygun,Sahibinden,150.000
1789,20811998,22 Ağustos 2022,Opel,Corsa,1.0 Eco Club,2003,205.000 km,Yarı Otomatik,Benzin,Hatchback/5,973 cc,58 hp,Önden Çekiş,"4,9 lt",44 lt,Belirtilmemiş,Takasa Uygun,Galeriden,175.000
1790,19910224,22 Ağustos 2022,Fiat,Linea,1.3 Multijet Active Plus,2013,170.000 km,Düz,Dizel,Sedan,1248 cc,95 hp,Önden Çekiş,"4,9 lt",45 lt,"1 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,250.000
1791,20828247,22 Ağustos 2022,Mercedes - Benz,E,180 AMG,2017,59.000 km,Otomatik,Benzin,Sedan,1595 cc,156 hp,Arkadan İtiş,"6,5 lt",50 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,1.649.000
1792,20828207,22 Ağustos 2022,Seat,Leon,1.2 TSI Style,2016,128.000 km,Düz,Benzin,Hatchback/5,1197 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,440.000
1793,20828228,22 Ağustos 2022,Skoda,Scala,1.6 TDI Premium,2020,22.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,713.000
1794,20400087,22 Ağustos 2022,Renault,Megane,1.6 Joy,2018,33.800 km,Düz,Benzin,Sedan,1598 cc,115 hp,Önden Çekiş,"6,3 lt",49 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,435.000
1795,20828100,22 Ağustos 2022,Seat,Leon,1.6 TDI Style,2016,115.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,110 hp,Önden Çekiş,"3,8 lt",50 lt,"2 değişen, 4 boyalı",Takasa Uygun Değil,Sahibinden,505.000
1796,20828013,22 Ağustos 2022,Renault,Laguna,1.6 Expression,2002,197.000 km,Düz,LPG & Benzin,Station wagon,1598 cc,107 hp,Önden Çekiş,"7,4 lt",70 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,183.000
1797,20777649,22 Ağustos 2022,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,90.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,120 hp,Önden Çekiş,4 lt,66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,787.500
1798,20828072,22 Ağustos 2022,Renault,Fluence,1.5 dCi Icon,2015,159.000 km,Yarı Otomatik,Dizel,Sedan,1461 cc,110 hp,Önden Çekiş,"4,4 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,364.000
1799,20828129,22 Ağustos 2022,Volkswagen,Jetta,1.6 TDi Comfortline,2014,190.000 km,Yarı Otomatik,Dizel,Sedan,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,417.000
1800,20828079,22 Ağustos 2022,Fiat,Palio,1.3 Multijet Active,2007,279.000 km,Düz,Dizel,Hatchback/3,1248 cc,70 hp,Önden Çekiş,"4,6 lt",51 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,110.000
1801,20828063,22 Ağustos 2022,Toyota,Corolla,1.6 Comfort Extra,2011,180.500 km,Otomatik,Benzin,Sedan,1598 cc,124 hp,Önden Çekiş,"7,1 lt",55 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,340.000
1802,20827953,22 Ağustos 2022,Audi,A5,A5 Coupe 2.0 TFSI,2009,146.000 km,Düz,Benzin,Coupe,1984 cc,180 hp,Önden Çekiş,"6,6 lt",64 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,520.000
1803,20827996,22 Ağustos 2022,Volkswagen,Polo,1.2 TSi Comfortline,2015,100.000 km,Düz,Benzin,Hatchback/5,1197 cc,90 hp,Önden Çekiş,"4,7 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,367.000
1804,20827928,22 Ağustos 2022,Ford,Focus,1.6 Ti-VCT Trend X,2013,120.000 km,Yarı Otomatik,Benzin,Sedan,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,385.000
1805,20827927,22 Ağustos 2022,Hyundai,i20 Troy,1.4 CRDi Team,2012,177.000 km,Düz,Dizel,Hatchback/5,1396 cc,75 hp,Önden Çekiş,"4,2 lt",45 lt,8 boyalı,Takasa Uygun Değil,Sahibinden,193.000
1806,20827969,22 Ağustos 2022,Fiat,Egea,1.4 Fire Easy,2020,32.000 km,Düz,LPG & Benzin,Sedan,1368 cc,95 hp,Önden Çekiş,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,350.000
